Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,TOI,ATOI,BLK,HIT,FOW,FOL
Kasperi Kapanen\kapanka01,19,TOR,RW,9,0,0,0,-3,2,-0.3,0,0,0,0,0,0,0,14,133,14:47,1,10,0,0
Erik Karlsson\karlser01,25,OTT,D,82,16,66,82,-2,50,11.7,15,1,0,3,41,25,0,248,2375,28:58:00,175,84,0,1
Melker Karlsson\karlsme01,25,SJS,C,65,10,9,19,5,16,2.1,10,0,0,1,9,0,0,96,879,13:31,48,76,11,12
William Karlsson\karlswi01,23,CBJ,C,81,9,11,20,-9,6,0.9,9,0,0,1,11,0,0,108,1172,14:28,48,40,416,495
Zack Kassian\kassiza01,25,EDM,RW,36,3,5,8,-7,114,0.2,3,0,0,0,5,0,0,42,448,12:27,6,95,1,3
Bracken Kearns\kearnbr01,34,NYI,C,2,0,1,1,1,4,0.1,0,0,0,0,0,0,1,0,32,15:54,2,5,8,4
Duncan Keith\keithdu01,32,CHI,D,67,9,34,43,13,26,8.4,5,4,0,4,19,14,1,130,1691,25:14:00,116,16,0,1
Chris Kelly\kellych01,35,BOS,C,11,2,0,2,3,0,0.3,1,0,1,0,0,0,0,8,144,13:05,13,13,22,30
Joonas Kemppainen\kemppjo01,27,BOS,C,44,2,3,5,-6,4,-0.4,1,0,1,0,3,0,0,35,552,12:32,18,36,227,232
Ronalds Kenins\keninro01,24,VAN,LW,8,0,0,0,-1,6,-0.2,0,0,0,0,0,0,0,6,91,11:25,2,19,1,2
Tyler Kennedy\kennety01,29,NJD,C,50,3,13,16,-14,14,0.7,2,1,0,0,8,5,0,72,671,13:26,9,35,23,35
Michael Keränen\keranmi01,26,MIN,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,6,6:09,0,1,0,0
Tanner Kero\kerota01,23,CHI,RW,17,1,2,3,-2,2,0,1,0,0,0,2,0,0,26,209,12:18,10,19,55,68
Ryan Kesler\keslery01,31,ANA,C,79,21,32,53,5,78,6.4,15,5,1,4,22,10,0,164,1543,19:32,92,168,980,695
Phil Kessel\kesseph01,28,PIT,RW,82,26,33,59,9,18,7.2,22,4,0,5,20,13,0,274,1507,18:23,13,9,2,3
Jujhar Khaira\khairju01,21,EDM,LW,15,0,2,2,-2,13,-0.1,0,0,0,0,2,0,0,14,155,10:21,6,29,0,1
Alexander Khokhlachev\khokhal01,22,BOS,C,5,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,4,51,10:15,1,2,0,2
Alex Killorn\killoal01,26,TBL,C,81,14,26,40,14,44,4.6,11,3,0,3,22,3,1,154,1360,16:48,23,76,31,49
Jakub Kindl\kindlja01,28,TOT,D,44,2,6,8,13,18,2.8,2,0,0,1,5,1,0,63,677,15:23,24,39,0,1
Dwight King\kingdw01,26,LAK,LW,47,7,6,13,-6,24,0.8,7,0,0,2,6,0,0,48,679,14:26,6,73,2,5
Oscar Klefbom\klefbos01,22,EDM,D,30,4,8,12,-4,6,2.2,4,0,0,1,5,3,0,48,657,21:53,62,21,0,0
Kevin Klein\kleinke01,31,NYR,D,69,9,17,26,16,19,6,9,0,0,4,16,1,0,69,1407,20:23,155,117,0,0
John Klingberg\klingjo01,23,DAL,D,76,10,48,58,22,30,10.2,8,2,0,4,28,20,0,171,1724,22:41,68,44,0,0
Rob Klinkhammer\klinkro01,29,EDM,LW,14,1,0,1,-6,6,-0.2,1,0,0,0,0,0,0,10,132,9:25,4,47,1,0
Corban Knight\knighco01,25,FLA,C,20,2,5,7,3,4,0.8,2,0,0,0,5,0,0,11,193,9:38,2,18,54,52
Slater Koekkoek\koekksl01,21,TBL,D,9,0,1,1,-1,2,0.1,0,0,0,0,1,0,0,11,93,10:19,5,6,0,0
Mikko Koivu\koivumi01,32,MIN,C,82,17,39,56,6,40,6,6,10,1,2,28,10,1,141,1634,19:56,57,38,988,771
Leo Komarov\komarle01,29,TOR,C,67,19,17,36,-12,40,3.7,14,4,1,2,14,3,0,130,1195,17:50,27,283,62,65
Anze Kopitar\kopitan01,28,LAK,C,81,25,49,74,34,16,9.7,19,5,1,8,34,13,2,177,1690,20:52,65,78,950,826
Lauri Korpikoski\korpila01,29,EDM,LW,71,10,12,22,-17,10,1.3,7,2,1,2,8,4,0,88,989,13:56,56,100,18,16
Scott Kosmachuk\kosmasc01,22,WPG,RW,8,0,3,3,1,2,0.2,0,0,0,0,3,0,0,9,92,11:32,2,7,0,0
Mike Kostka\kostkmi01,30,OTT,D,15,0,1,1,6,4,0.7,0,0,0,0,1,0,0,9,223,14:51,20,7,0,0
Chris Kreider\kreidch01,24,NYR,LW,79,21,22,43,10,58,5.4,16,5,0,3,19,3,0,158,1261,15:57,33,177,5,1
David Krejci\krejcda01,29,BOS,C,72,17,46,63,4,32,6.6,13,4,0,3,29,14,3,143,1462,20:18,57,43,560,557
Niklas Kronwall\kronwni01,35,DET,D,64,3,23,26,-21,30,3.1,3,0,0,2,9,14,0,61,1409,22:01,81,93,0,0
Torey Krug\krugto01,24,BOS,D,81,4,40,44,9,33,7.2,3,1,0,1,22,18,0,244,1751,21:37,94,61,2,0
Marcus Kruger\krugema01,25,CHI,C,41,0,4,4,-5,24,-0.7,0,0,0,0,4,0,0,50,554,13:31,31,25,233,241
Nikita Kucherov\kucheni01,22,TBL,RW,77,30,36,66,9,30,9.2,21,9,0,4,20,16,0,209,1402,18:13,28,61,0,1
Tom Kuhnhackl\kuhnhto01,24,PIT,RW,42,5,10,15,3,24,1.5,3,0,2,1,10,0,0,52,512,12:12,32,57,0,3
Dean Kukan\kukande01,22,CBJ,D,8,0,0,0,9,0,0.9,0,0,0,0,0,0,0,3,139,17:21,10,7,0,0
Brett Kulak\kulakbr01,22,CGY,D,8,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,9,99,12:21,3,2,0,0
Nikolai Kulemin\kulemni01,29,NYI,LW,81,9,13,22,13,22,2.1,9,0,0,3,13,0,0,92,1139,14:04,50,107,23,36
Dmitry Kulikov\kulikdm01,25,FLA,D,74,1,16,17,8,51,3.5,1,0,0,1,10,6,0,99,1557,21:02,121,122,0,0
Chris Kunitz\kunitch01,36,PIT,LW,80,17,23,40,29,41,5.2,15,2,0,1,19,4,0,150,1346,16:49,33,264,5,6
Evgeny Kuznetsov\kuzneev01,23,WSH,C,82,20,57,77,27,32,9.6,15,5,0,4,44,13,0,193,1428,17:25,29,73,543,594
Oliver Kylington\kylinol01,18,CGY,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,17:22,1,0,0,0
Andrew Ladd\laddan01,30,TOT,LW,78,25,21,46,-13,45,4.9,13,10,2,3,17,4,0,181,1475,18:55,42,155,8,5
Brooks Laich\laichbr01,32,TOT,C,81,2,12,14,-13,18,-0.3,2,0,0,1,11,0,1,101,926,11:26,34,126,98,145
Anton Lander\landean01,24,EDM,C,61,1,2,3,-9,18,-1.1,1,0,0,0,2,0,0,54,737,12:05,19,58,378,315
Gabriel Landeskog\landega01,23,COL,LW,75,20,33,53,-5,69,5.6,15,4,1,2,21,10,2,169,1419,18:56,66,141,31,25
Dylan Larkin\larkidy01,19,DET,C,80,23,22,45,11,34,6,19,4,0,5,21,1,0,221,1324,16:33,25,65,41,59
Adam Larsson\larssad01,23,NJD,D,82,3,15,18,15,77,6.7,3,0,0,1,14,0,1,65,1846,22:31,148,163,0,0
Johan Larsson\larssjo02,23,BUF,LW,74,10,7,17,-4,27,1.4,9,1,0,5,4,3,0,95,1097,14:49,33,113,388,371
Michael Latta\lattami01,24,WSH,C,43,3,4,7,0,50,0.5,3,0,0,0,4,0,0,29,348,8:05,10,58,102,96
Scott Laughton\laughsc01,21,PHI,C,71,7,14,21,-2,34,1.8,7,0,0,0,14,0,0,85,741,10:26,29,86,170,218
Curtis Lazar\lazarcu01,20,OTT,RW,76,6,14,20,-1,18,0.9,4,1,1,0,10,1,3,78,1053,13:52,47,118,168,216
Vincent Lecavalier\lecavvi01,35,TOT,C,49,10,8,18,0,22,2.1,4,6,0,0,7,1,0,67,649,13:14,22,62,297,288
Nick Leddy\leddyni01,24,NYI,D,81,5,35,40,-9,25,5.9,2,3,0,1,19,16,0,121,1832,22:37,87,83,0,0
Anders Lee\leean01,25,NYI,LW,80,15,21,36,-2,51,3.7,7,8,0,3,15,6,0,183,1166,14:35,31,164,1,5
David Legwand\legwada01,35,BUF,C,79,5,9,14,-4,14,0.9,4,0,1,0,7,1,1,61,767,9:42,18,28,196,231
Jori Lehtera\lehtejo01,28,STL,C,79,9,25,34,12,38,3.4,8,1,0,3,17,8,0,83,1271,16:05,26,43,485,484
Taylor Leier\leierta01,21,PHI,LW,6,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,3,46,7:43,3,2,0,0
Brendan Leipsic\leipsbr01,21,TOR,LW,6,1,2,3,-1,2,0.3,1,0,0,1,1,1,0,11,85,14:14,6,12,2,1
Josh Leivo\leivojo01,22,TOR,LW,12,5,0,5,2,6,1,4,1,0,1,0,0,0,20,148,12:19,3,7,1,1
Bryan Lerg\lergbr01,30,SJS,C,6,0,0,0,1,0,0,0,0,0,0,0,0,0,4,53,8:53,3,13,17,16
Brett Lernout\lernobr01,20,MTL,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6:30,0,1,0,0
Lucas Lessio\lessilu01,23,MTL,LW,12,1,1,2,1,2,0.2,1,0,0,1,1,0,0,14,126,10:29,5,24,0,2
Kris Letang\letankr01,28,PIT,D,71,16,51,67,9,66,11.3,11,5,0,2,26,22,3,218,1913,26:57:00,122,135,0,0
Mark Letestu\letesma01,30,EDM,C,82,10,15,25,-21,10,1,5,3,2,0,5,9,1,107,1294,15:47,33,68,596,566
Trevor Lewis\lewistr01,29,LAK,C,75,8,8,16,-10,20,0.4,7,0,1,1,7,1,0,167,1092,14:34,28,168,103,154
John-Michael Liles\lilesjo01,35,TOT,D,81,6,15,21,-10,18,4.3,4,1,1,1,13,2,0,111,1645,20:18,127,81,0,0
Oscar Lindberg\lindbos02,24,NYR,C,68,13,15,28,12,43,3.6,12,1,0,2,13,2,0,114,828,12:11,36,132,134,143
Tobias Lindberg\lindbto01,20,TOR,RW,6,0,2,2,0,4,0.1,0,0,0,0,2,0,0,12,95,15:50,1,10,0,3
Petteri Lindbohm\lindbpe02,22,STL,D,10,0,0,0,-4,7,-0.2,0,0,0,0,0,0,0,9,138,13:47,11,14,0,0
Esa Lindell\lindees01,21,DAL,D,4,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,2,56,14:03,9,4,0,0
Elias Lindholm\lindhel01,21,CAR,C,82,11,28,39,-23,24,2.6,9,2,0,3,14,14,0,176,1485,18:07,45,112,213,221
Hampus Lindholm\lindhha01,22,ANA,D,80,10,18,28,7,40,7.3,5,4,1,1,7,11,0,149,1760,22:00,115,68,0,0
J.C. Lipon\liponj.01,22,WPG,RW,9,0,1,1,0,5,0,0,0,0,0,1,0,0,4,63,6:58,2,29,0,0
Bryan Little\littlbr01,28,WPG,C,57,17,25,42,-13,12,4.2,13,2,2,2,15,10,0,127,1117,19:36,22,48,674,640
Viktor Loov\loovvi01,23,TOR,D,4,0,2,2,4,0,0.6,0,0,0,0,2,0,0,1,42,10:28,1,8,0,0
Ben Lovejoy\lovejbe01,31,PIT,D,66,4,6,10,9,30,3.1,4,0,0,0,5,0,1,90,1245,18:52,104,154,0,0
Adam Lowry\lowryad01,22,WPG,C,74,7,10,17,-9,53,0.5,7,0,0,2,10,0,0,73,1037,14:01,48,187,391,454
Milan Lucic\lucicmi01,27,LAK,LW,81,20,35,55,26,79,7.2,18,2,0,5,29,6,0,124,1396,17:14,22,244,7,13
Joffrey Lupul\lupuljo01,32,TOR,LW,46,11,3,14,-10,12,1.3,9,2,0,2,1,2,0,102,673,14:37,14,58,0,4
Olli Maatta\maattol01,21,PIT,D,67,6,13,19,27,22,5.9,6,0,0,2,11,1,1,95,1337,19:58,87,81,0,0
Clarke MacArthur\macarcl01,30,OTT,LW,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,43,10:52,1,3,0,1
Andrew MacDonald\macdoan01,29,PHI,D,28,1,7,8,10,6,2.4,1,0,0,0,5,2,0,20,563,20:07,72,14,0,0
Derek MacKenzie\mackede01,34,FLA,C,64,6,7,13,7,36,1,6,0,0,3,6,0,1,79,842,13:09,38,154,439,362
Nathan MacKinnon\mackina01,20,COL,C,72,21,31,52,-4,20,5.7,14,7,0,6,21,9,1,245,1358,18:52,53,46,507,540
Evgeni Malkin\malkiev01,29,PIT,C,57,27,31,58,1,65,7.6,16,11,0,6,15,16,0,162,1104,19:22,19,27,317,438
Brad Malone\malonbr01,26,CAR,C,57,2,4,6,-11,75,-0.3,2,0,0,0,4,0,0,31,544,9:33,15,124,40,22
Brandon Manning\mannibr01,25,PHI,D,56,1,6,7,2,66,1.9,1,0,0,1,6,0,0,67,926,16:32,57,94,0,1
Josh Manson\mansojo01,24,ANA,D,71,5,10,15,11,74,5,5,0,0,1,10,0,0,88,1334,18:47,67,158,0,0
Anthony Mantha\manthan01,21,DET,RW,10,2,1,3,-6,2,0.1,0,2,0,1,1,0,0,18,117,11:42,3,4,0,0
Brad Marchand\marchbr03,27,BOS,LW,77,37,24,61,21,90,9.4,27,6,4,6,20,2,2,250,1432,18:36,35,65,21,35
Alexey Marchenko\marchal01,24,DET,D,66,2,9,11,-5,10,2.3,2,0,0,0,8,0,1,40,1111,16:50,100,47,0,0
Jon Marchessault\audymjo01,25,TBL,C,45,7,11,18,-10,17,1.6,3,4,0,1,8,3,0,81,544,12:05,9,61,38,41
Martin Marincin\marinma01,23,TOR,D,65,1,6,7,-3,34,1.8,1,0,0,0,6,0,0,55,1090,16:46,63,37,0,0
Andrei Markov\markoan01,37,MTL,D,82,5,39,44,-6,38,6.7,1,4,0,0,26,13,0,117,1955,23:50,142,57,0,0
Patrick Marleau\marlepa01,36,SJS,LW,82,25,23,48,-22,10,4.7,13,11,1,5,9,14,0,216,1560,19:02,36,64,267,258
Pat Maroon\maroopa01,27,TOT,LW,72,12,15,27,-7,88,2.8,7,5,0,1,12,3,0,104,888,12:20,10,151,17,36
Matt Martin\martima02,26,NYI,LW,80,10,9,19,2,119,1.9,10,0,0,1,9,0,0,86,845,10:33,24,365,1,3
Paul Martin\martipa01,34,SJS,D,78,3,17,20,13,22,5.1,2,1,0,0,16,1,0,49,1617,20:44,123,54,0,0
Alec Martinez\martial01,28,LAK,D,78,10,21,31,16,40,7.6,6,4,0,4,11,9,1,124,1650,21:09,182,164,0,0
Jordan Martinook\martijo01,23,ARI,LW,81,9,15,24,-9,18,1.3,8,0,1,2,13,1,1,109,1230,15:11,40,52,18,15
Andreas Martinsen\martian01,25,COL,LW,55,4,7,11,-4,47,0.5,4,0,0,1,7,0,0,52,610,11:06,27,155,1,3
Brandon Mashinter\mashibr01,27,CHI,LW,41,4,1,5,-7,23,0.2,4,0,0,0,1,0,0,25,307,7:30,3,62,0,0
Mike Matheson\mathemi01,21,FLA,D,3,0,0,0,1,2,0.1,0,0,0,0,0,0,0,4,53,17:32,1,1,0,0
Stefan Matteau\mattest02,21,TOT,LW,32,1,1,2,-13,17,-0.7,1,0,0,0,1,0,0,27,329,10:17,7,67,0,0
Shawn Matthias\matthsh01,27,TOT,C,71,12,16,28,-17,20,2.2,12,0,0,2,15,0,1,101,959,13:31,39,68,9,15
Scott Mayfield\mayfisc01,23,NYI,D,6,1,0,1,-4,11,0,1,0,0,0,0,0,0,4,103,17:07,15,12,0,0
Jamie McBain\mcbaija02,27,LAK,D,44,2,7,9,2,6,1.9,1,1,0,0,2,5,0,32,538,12:14,38,20,0,0
Jake McCabe\mccabja01,22,BUF,D,77,4,10,14,6,51,4.5,4,0,0,0,10,0,0,62,1472,19:07,109,114,0,2
Jared McCann\mccanja01,19,VAN,C,69,9,9,18,-6,32,1.5,8,1,0,1,7,2,0,106,864,12:31,19,45,181,341
Michael McCarron\mccarmi01,20,MTL,RW,20,1,1,2,-10,37,-0.5,1,0,0,0,1,0,0,41,234,11:41,8,49,85,84
John McCarthy\mccarjo01,29,SJS,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7:05,1,0,0,1
Jay McClement\mccleja01,32,CAR,C,77,3,8,11,-17,24,-0.4,2,0,1,0,8,0,0,64,893,11:36,31,79,375,303
Max McCormick\mccorma01,23,OTT,LW,20,2,2,4,-4,37,0.1,2,0,0,0,2,0,0,37,209,10:28,11,46,39,37
Connor McDavid\mcdavco01,19,EDM,C,45,16,32,48,-1,18,5.8,13,3,0,5,21,11,0,105,850,18:53,10,12,249,355
Ryan McDonagh\mcdonry01,26,NYR,D,73,9,25,34,26,22,7.8,7,2,0,0,17,7,1,113,1632,22:21,138,98,1,0
Colin McDonald\mcdonco01,31,PHI,RW,5,1,0,1,0,7,0.2,1,0,0,0,0,0,0,4,41,8:09,1,16,0,0
John McFarland\mcfarjo01,23,FLA,LW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,30,9:55,3,5,0,0
Brock McGinn\mcginbr01,21,CAR,LW,21,3,1,4,-14,10,-0.1,3,0,0,0,1,0,0,25,235,11:11,6,28,0,1
Jamie McGinn\mcginja01,27,TOT,LW,84,22,17,39,-7,33,5,13,9,0,5,14,3,0,156,1201,14:18,27,164,4,3
Tye McGinn\mcginty01,25,TBL,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,8:33,0,0,0,0
Dylan McIlrath\mcilrdy01,23,NYR,D,34,2,2,4,7,64,1.5,2,0,0,0,2,0,0,28,480,14:07,35,93,0,0
Greg McKegg\mckeggr01,23,FLA,C,15,2,0,2,1,2,0.3,2,0,0,0,0,0,0,14,124,8:15,6,20,50,61
Curtis McKenzie\mckencu01,24,DAL,LW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,26,8:48,1,4,0,0
Cody McLeod\mcleoco01,31,COL,LW,82,8,5,13,1,138,1,7,1,0,1,5,0,0,73,864,10:32,28,240,1,0
Brayden McNabb\mcnabbr01,25,LAK,D,81,2,12,14,11,92,4.2,2,0,0,1,10,1,1,91,1524,18:49,95,206,0,0
Mark McNeill\mcneima01,22,CHI,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12:44,0,3,0,1
Adam McQuaid\mcquaad01,29,BOS,D,64,1,8,9,6,89,2.3,1,0,0,0,8,0,0,42,1155,18:02,121,142,0,0
Evgeny Medvedev\medveev01,33,PHI,D,45,4,8,12,5,34,3,3,1,0,1,6,2,0,71,847,18:50,34,38,0,0
Jayson Megna\megnaja01,25,NYR,C,6,1,1,2,-1,2,0.2,1,0,0,0,1,0,0,9,73,12:15,1,6,1,0
Julian Melchiori\melchju01,24,WPG,D,11,0,0,0,1,0,0.2,0,0,0,0,0,0,0,12,150,13:36,9,18,0,0
Jonathon Merrill\merrijo01,23,NJD,D,47,1,4,5,-15,28,0.7,1,0,0,1,3,1,0,30,794,16:54,54,48,0,0
Michael Mersch\merscmi01,23,LAK,LW,17,1,2,3,1,0,0.2,1,0,0,0,2,0,0,23,176,10:23,10,26,1,3
Marc Methot\methoma01,30,OTT,D,69,5,7,12,12,34,3.3,5,0,0,0,7,0,0,74,1425,20:39,90,124,0,0
Milan Michalek\michami01,31,TOT,LW,45,7,9,16,0,18,1.3,4,3,0,0,6,3,0,64,725,16:07,27,42,3,5
Zbynek Michalek\michazb01,33,ARI,D,70,2,5,7,3,20,2.1,2,0,0,0,5,0,0,69,1191,17:01,123,84,0,0
Sonny Milano\milanso01,19,CBJ,LW,3,0,1,1,1,0,0.1,0,0,0,0,1,0,0,2,40,13:23,2,4,0,0
Andrew Miller\millean01,27,EDM,C,6,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,55,9:07,0,4,13,16
Colin Miller\milleco02,23,BOS,D,42,3,13,16,0,39,2.5,3,0,0,0,8,5,0,59,663,15:48,36,45,0,0
Drew Miller\milledr01,31,DET,LW,28,1,1,2,-5,2,-0.5,1,0,0,0,1,0,0,27,363,12:58,33,39,1,1
J.T. Miller\millejt01,22,NYR,C,82,22,21,43,10,46,5.5,20,2,0,5,19,2,0,135,1233,15:02,48,174,68,89
Kevan Miller\milleke03,28,BOS,D,71,5,13,18,15,53,4.6,5,0,0,0,12,1,0,64,1353,19:04,123,164,0,0
John Mitchell\mitchjo01,31,COL,C,71,10,11,21,-7,52,1.4,10,0,0,3,10,1,0,101,1082,15:15,65,85,415,434
Torrey Mitchell\mitchto01,31,MTL,C,71,11,8,19,2,51,1.9,10,0,1,3,6,0,2,69,901,12:41,38,67,370,347
Willie Mitchell\mitchwi01,38,FLA,D,46,1,6,7,-2,18,1.2,1,0,0,1,6,0,0,33,917,19:56,70,68,0,0
Travis Moen\moentr01,33,DAL,LW,23,0,2,2,-3,21,-0.3,0,0,0,0,1,0,1,12,188,8:12,13,30,4,1
Sean Monahan\monahse01,21,CGY,C,81,27,36,63,-6,18,6.9,20,7,0,5,23,13,0,197,1552,19:10,37,38,887,852
Dominic Moore\mooredo01,35,NYR,C,80,6,9,15,-2,32,0.3,6,0,0,2,9,0,0,94,1064,13:18,35,51,476,384
John Moore\moorejo01,25,NJD,D,73,4,15,19,-12,28,4,3,1,0,3,10,5,0,106,1448,19:50,83,93,0,0
Josh Morrissey\morrijo04,20,WPG,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,15:54,2,1,0,0
Joseph Morrow\morrojo02,23,BOS,D,33,1,6,7,-7,4,0.6,1,0,0,0,4,2,0,44,525,15:54,35,28,0,0
Kael Mouillierat\mouilka01,28,PIT,LW,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,11,10:41,0,4,5,6
Matt Moulson\moulsma01,32,BUF,LW,81,8,13,21,-5,16,1.7,6,2,0,1,8,5,0,111,964,11:54,23,45,0,5
Vojtech Mozik\mozikvo01,23,NJD,D,7,0,0,0,0,4,0.2,0,0,0,0,0,0,0,6,93,13:14,5,12,0,0
Mirco Mueller\muellmi01,20,SJS,D,11,0,0,0,-4,7,-0.2,0,0,0,0,0,0,0,8,117,10:36,3,2,0,0
Connor Murphy\murphco02,22,ARI,D,78,6,11,17,5,48,4.2,5,1,0,1,9,2,0,101,1599,20:30,139,175,0,0
Ryan Murphy\murphry01,22,CAR,D,35,0,10,10,-1,10,1.9,0,0,0,0,9,1,0,47,604,17:15,22,25,0,0
Ryan Murray\murrary01,22,CBJ,D,82,4,21,25,-10,40,3.8,3,1,0,0,11,10,0,90,1873,22:51,171,51,0,0
Jake Muzzin\muzzija01,26,LAK,D,82,8,32,40,7,64,7.8,7,1,0,1,19,12,1,203,1891,23:04,135,197,0,0
Tyler Myers\myersty01,25,WPG,D,73,9,18,27,6,72,5.6,9,0,0,0,15,2,1,140,1651,22:37,95,54,0,1
Jakub Nakladal\naklaja01,28,CGY,D,27,2,3,5,-5,6,0.6,2,0,0,0,2,1,0,42,383,14:11,23,41,0,0
Vladislav Namestnikov\namesvl01,23,TBL,C,80,14,21,35,17,45,4.5,13,1,0,2,18,3,0,106,1129,14:07,33,49,175,216
Rick Nash\nashri01,31,NYR,LW,60,15,21,36,8,30,4.3,11,4,0,4,18,2,1,183,1016,16:56,24,69,0,1
Riley Nash\nashri02,26,CAR,C,64,9,13,22,-5,18,2.1,7,2,0,1,9,4,0,76,829,12:57,21,58,193,197
James Neal\nealja01,28,NSH,RW,82,31,27,58,27,65,8.7,27,4,0,3,17,10,0,268,1564,19:04,31,113,8,19
Chris Neil\neilch01,36,OTT,RW,80,5,8,13,-3,165,0.5,5,0,0,0,8,0,0,70,744,9:18,12,215,1,1
Brock Nelson\nelsobr01,24,NYI,LW,81,26,14,40,-3,30,5.2,23,3,0,3,12,2,0,165,1280,15:48,50,59,186,202
Casey Nelson\nelsoca01,23,BUF,D,7,0,4,4,1,8,0.7,0,0,0,0,2,2,0,5,104,14:49,4,5,0,0
Patrik Nemeth\nemetpa01,23,DAL,D,38,0,8,8,-1,14,1,0,0,0,0,7,1,0,36,594,15:37,47,58,0,0
Aaron Ness\nessaa01,25,WSH,D,8,0,2,2,4,2,0.6,0,0,0,0,2,0,0,8,99,12:23,7,4,0,0
Nikita Nesterov\nesteni01,22,TBL,D,57,3,6,9,-6,41,1.7,1,2,0,0,4,2,0,57,849,14:53,31,95,0,0
Andrej Nestrasil\nestran01,24,CAR,C,55,9,14,23,4,8,2.7,7,2,0,1,14,0,0,105,789,14:21,13,27,8,17
Valeri Nichushkin\nichuva01,20,DAL,RW,79,9,20,29,2,12,2.3,8,1,0,1,19,1,0,139,1101,13:56,33,68,0,1
Nino Niederreiter\niedeni01,23,MIN,RW,82,20,23,43,9,36,5.5,18,2,0,1,20,3,0,159,1275,15:33,19,129,11,16
Frans Nielsen\nielsfr01,31,NYI,C,81,20,32,52,1,12,5.8,11,7,2,2,19,13,0,181,1435,17:43,92,35,586,583
Matthew Nieto\nietoma01,23,SJS,LW,67,8,9,17,-8,10,1,6,0,2,1,8,1,0,90,882,13:10,33,33,2,6
Nikita Nikitin\nikitni01,29,EDM,D,11,0,1,1,-5,8,-0.1,0,0,0,0,1,0,0,12,163,14:48,9,14,0,0
Matt Niskanen\niskama01,29,WSH,D,82,5,27,32,10,38,6.6,3,2,0,3,13,14,0,150,2022,24:40:00,145,157,0,0
Stefan Noesen\noesest01,22,ANA,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10:02,0,3,0,0
Jordan Nolan\nolanjo01,26,LAK,C,52,0,5,5,0,38,-0.2,0,0,0,0,5,0,0,49,463,8:54,8,78,0,1
Joakim Nordstrom\nordsjo02,23,CAR,LW,71,10,14,24,1,12,2.3,9,0,1,1,14,0,0,81,1109,15:38,32,98,6,4
Tomas Nosek\nosekto01,23,DET,C,6,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,2,61,10:08,0,6,4,4
Ryan Nugent-Hopkins\nugenry01,22,EDM,C,55,12,22,34,-9,18,3.2,8,4,0,1,15,7,0,108,1048,19:04,36,39,369,454
Darnell Nurse\nurseda01,20,EDM,D,69,3,7,10,-13,60,1.9,3,0,0,0,5,1,1,120,1396,20:14,103,160,0,0
William Nylander\nylanwi01,19,TOR,C,22,6,7,13,1,4,1.6,5,1,0,1,5,2,0,43,359,16:20,5,5,143,148
Gustav Nyquist\nyquigu01,26,DET,RW,82,17,26,43,-2,34,4.7,10,7,0,3,21,5,0,161,1244,15:10,19,58,0,2
Eric Nystrom\nystrer01,32,NSH,LW,46,7,0,7,-6,20,0.5,6,0,1,1,0,0,0,27,528,11:29,26,92,1,1
Jim O'Brien\obrieji01,27,NJD,C,4,0,0,0,-4,2,-0.2,0,0,0,0,0,0,0,3,54,13:31,2,7,29,20
Brian O'Neill\oneilbr01,27,NJD,C,22,0,2,2,-3,8,-0.2,0,0,0,0,2,0,0,14,228,10:22,9,36,2,4
Cal O'Reilly\oreilca01,29,BUF,C,20,3,4,7,-1,2,0.8,2,1,0,1,3,1,0,10,224,11:11,5,3,59,50
Ryan O'Reilly\oreilry01,24,BUF,C,71,21,39,60,-16,8,6.4,12,8,1,2,25,14,0,157,1543,21:44,43,17,1024,788
Johnny Oduya\oduyajo01,34,DAL,D,82,4,17,21,8,26,4.1,3,0,1,0,16,0,1,63,1671,20:23,172,73,0,0
Jordan Oesterle\oestejo01,23,EDM,D,17,0,5,5,1,0,1,0,0,0,0,5,0,0,24,369,21:41,26,11,0,0
Kyle Okposo\okposky01,27,NYI,RW,79,22,42,64,-4,51,7.2,15,7,0,4,26,16,0,202,1438,18:12,39,90,23,40
Jamie Oleksiak\oleksja01,23,DAL,D,19,0,2,2,-5,21,-0.1,0,0,0,0,2,0,0,13,242,12:43,29,54,0,0
