Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,TOI,ATOI,BLK,HIT,FOW,FOL
Gustav Olofsson\olofsgu01,22,MIN,D,13,0,3,3,-1,2,0.3,0,0,0,0,2,1,0,7,175,13:29,16,10,0,0
Dmitry Orlov\orlovdm01,25,WSH,D,82,6,27,33,30,51,7.7,5,1,0,0,22,5,0,125,1602,19:32,94,122,0,0
Brooks Orpik\orpikbr01,36,WSH,D,79,0,14,14,32,48,5,0,0,0,0,14,0,0,93,1405,17:47,132,181,0,0
T.J. Oshie\oshietj01,30,WSH,RW,68,33,23,56,28,36,8.7,25,7,1,4,15,6,2,143,1214,17:51,50,95,87,93
Steve Ott\ottst01,34,TOT,C,53,3,4,7,-8,80,-0.1,3,0,0,0,4,0,0,45,570,10:46,23,144,153,125
Xavier Ouellet\ouellxa01,23,DET,D,66,3,9,12,2,51,3.2,3,0,0,0,9,0,0,89,1186,17:58,87,73,0,2
Alex Ovechkin\ovechal01,31,WSH,LW,82,33,36,69,6,50,8.7,16,17,0,7,27,9,0,313,1506,18:22,29,216,0,1
Magnus Paajarvi\paajama01,25,STL,LW,32,8,5,13,9,6,2.1,7,1,0,3,5,0,0,51,389,12:09,16,29,1,2
Max Pacioretty\pacioma01,28,MTL,LW,81,35,32,67,15,38,9.3,26,8,1,7,26,5,1,268,1553,19:11,35,63,27,23
Jean-Gabriel Pageau\pageaje01,24,OTT,C,82,12,21,33,13,24,3.4,12,0,0,2,19,0,2,169,1323,16:08,79,161,558,460
Iiro Pakarinen\pakarii01,25,EDM,RW,14,2,2,4,2,2,0.5,2,0,0,1,2,0,0,15,125,8:55,6,30,0,1
Ondrej Palat\palaton01,25,TBL,LW,75,17,35,52,8,39,5.6,12,5,0,3,25,10,0,162,1434,19:07,66,141,9,25
Kyle Palmieri\palmiky01,25,NJD,RW,80,26,27,53,2,46,7.1,17,8,1,3,16,11,0,192,1388,17:21,36,124,12,17
Artemi Panarin\panarar01,25,CHI,LW,82,31,43,74,18,21,9.4,22,9,0,5,35,8,0,211,1597,19:28,14,23,2,8
Richard Panik\panikri01,25,CHI,RW,82,22,22,44,14,58,5.6,18,4,0,5,17,5,0,155,1208,14:44,45,147,2,5
Cedric Paquette\paquece01,23,TBL,C,58,4,6,10,-6,80,0.2,4,0,0,0,6,0,0,68,668,11:31,46,144,200,234
Colton Parayko\parayco01,23,STL,D,81,4,31,35,7,32,6.7,0,4,0,2,24,6,1,188,1717,21:12,117,80,0,0
Adam Pardy\pardyad01,32,NSH,D,4,0,0,0,-1,6,-0.1,0,0,0,0,0,0,0,4,44,11:00,3,3,0,0
P.A. Parenteau\parenpi01,33,TOT,RW,67,13,15,28,-18,35,2.5,9,4,0,2,11,4,0,123,985,14:42,9,60,6,14
Zach Parise\parisza01,32,MIN,LW,69,19,23,42,-3,30,4.3,13,6,0,4,17,6,0,194,1203,17:26,69,46,8,5
David Pastrnak\pastrda01,20,BOS,RW,75,34,36,70,11,34,10.3,24,10,0,6,22,14,0,262,1349,17:59,32,72,2,1
Greg Pateryn\patergr01,26,TOT,D,36,1,8,9,-1,10,1.5,1,0,0,0,8,0,0,42,555,15:25,66,69,0,0
Nick Paul\paulni01,21,OTT,LW,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,4,16,16:29,0,3,5,8
Joe Pavelski\paveljo01,32,SJS,C,81,29,39,68,11,34,8.7,21,7,1,7,24,15,0,233,1549,19:07,73,130,448,407
Tanner Pearson\pearsta01,24,LAK,LW,80,24,20,44,5,13,6,20,3,1,5,14,5,1,187,1306,16:19,31,124,10,14
Matthew Peca\pecama01,23,TBL,C,10,1,1,2,-3,2,0,1,0,0,0,1,0,0,9,114,11:27,2,9,32,40
Adam Pelech\pelecad01,22,NYI,D,44,3,7,10,-5,6,1.4,3,0,0,0,7,0,0,40,741,16:50,68,73,0,0
Brendan Perlini\perlibr01,20,ARI,LW,57,14,7,21,-4,20,2.3,11,3,0,2,5,2,0,92,846,14:50,15,42,1,1
Mathieu Perreault\perrema01,29,WPG,C,65,13,32,45,-11,30,4,10,3,0,3,20,12,0,134,1059,16:17,26,97,97,92
David Perron\perroda01,28,STL,LW,82,18,28,46,-2,54,4.7,14,3,1,3,18,10,0,151,1418,17:18,28,87,32,34
Corey Perry\perryco01,31,ANA,RW,82,19,34,53,2,76,5.8,14,5,0,3,19,15,0,215,1453,17:43,35,81,7,13
Brett Pesce\pescebr01,22,CAR,D,82,2,18,20,23,20,6.5,2,0,0,0,16,2,0,109,1739,21:12,148,57,0,0
Nic Petan\petanni01,21,WPG,LW,54,1,12,13,-13,12,-0.1,1,0,0,0,4,8,0,57,589,10:54,10,12,145,170
Alexander Petrovic\petroal01,24,FLA,D,49,1,13,14,-1,79,2.7,1,0,0,0,13,0,0,55,889,18:09,55,106,0,0
Jeff Petry\petryje01,29,MTL,D,80,8,20,28,3,22,6,6,2,0,1,15,5,0,172,1769,22:07,145,171,0,0
Dion Phaneuf\phanedi01,31,OTT,D,81,9,21,30,-6,100,5.9,4,4,1,2,9,12,0,156,1866,23:02,156,132,0,0
Blake Pietila\pietibl01,23,NJD,LW,10,0,1,1,-5,4,-0.3,0,0,0,0,1,0,0,9,130,13:02,5,16,23,22
Alex Pietrangelo\pietral01,27,STL,D,80,14,34,48,3,24,9.2,8,6,0,4,21,13,0,181,2023,25:17:00,158,38,0,1
Brandon Pirri\pirribr01,25,NYR,RW,60,8,10,18,-8,25,1.1,3,5,0,3,6,4,0,96,737,12:17,20,41,140,103
Tyler Pitlick\pitlity01,25,EDM,RW,31,8,3,11,0,6,1.6,8,0,0,1,3,0,0,54,308,9:55,13,70,8,7
Tomas Plekanec\plekato01,34,MTL,C,78,10,18,28,10,24,2.4,5,3,2,3,14,4,0,139,1312,16:49,45,57,692,660
Brayden Point\pointbr01,20,TBL,C,68,18,22,40,4,14,4.7,13,5,0,2,15,7,0,122,1165,17:08,31,39,238,294
Roman Polak\polakro01,30,TOR,D,75,4,7,11,10,65,3.2,4,0,0,1,7,0,0,64,1344,17:55,133,232,0,1
Jason Pominville\pominja01,34,MIN,RW,78,13,34,47,2,4,4.6,13,0,0,2,27,7,0,176,1110,14:14,39,44,39,39
Kevin Porter\porteke01,30,PIT,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,23,11:15,1,5,7,12
Paul Postma\postmpa01,27,WPG,D,65,1,13,14,3,15,2.1,1,0,0,0,13,0,0,50,706,10:51,42,36,0,0
Andrew Poturalski\poturan01,23,CAR,C,2,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,1,25,12:16,1,1,12,12
Benoit Pouliot\poulibe01,30,EDM,LW,67,8,6,14,-5,34,0.6,8,0,0,1,6,0,0,77,942,14:03,39,39,7,21
Derrick Pouliot\poulide01,23,PIT,D,11,0,0,0,-4,4,-0.3,0,0,0,0,0,0,0,11,164,14:53,8,14,0,0
Shane Prince\princsh01,24,NYI,LW,50,5,13,18,-9,18,1,4,1,0,2,11,2,0,71,649,12:58,12,36,4,3
Nate Prosser\prossna01,30,MIN,D,39,2,5,7,0,12,1.2,2,0,0,0,4,1,0,20,496,12:44,63,30,0,0
Dalton Prout\proutda01,26,TOT,D,29,0,6,6,-1,44,1,0,0,0,0,6,0,0,13,405,13:58,24,44,0,0
Ivan Provorov\provoiv01,20,PHI,D,82,6,24,30,-7,34,5.7,6,0,0,1,19,5,0,161,1802,21:59,166,111,0,0
Matt Puempel\puempma01,24,TOT,LW,40,6,3,9,-11,11,0.5,3,3,0,1,3,0,0,44,386,9:39,12,28,0,1
Jesse Puljujarvi\puljuje01,18,EDM,RW,28,1,7,8,5,10,0.7,0,1,0,0,7,0,0,41,315,11:15,10,11,0,1
Teemu Pulkkinen\pulkkte01,25,TOT,LW,13,2,0,2,-2,6,0.1,2,0,0,0,0,0,0,10,124,9:30,3,4,0,1
Ryan Pulock\pulocry01,22,NYI,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,4,3:57,1,1,0,0
Teddy Purcell\purcete01,31,LAK,LW,12,0,2,2,0,0,0,0,0,0,0,2,0,0,10,155,12:54,2,7,3,0
Tom Pyatt\pyattto01,29,OTT,LW,82,9,14,23,9,16,1.8,9,0,0,1,12,0,2,95,1281,15:38,89,46,21,28
Mark Pysyk\pysykma01,25,FLA,D,82,4,13,17,0,10,4.3,4,0,0,0,13,0,0,86,1522,18:34,99,72,0,1
John Quenneville\quennjo02,20,NJD,C,12,1,3,4,1,2,0.4,0,1,0,0,2,1,0,21,164,13:42,7,15,0,0
Kyle Quincey\quincky01,31,TOT,D,73,6,9,15,4,51,4.2,6,0,0,0,9,0,0,79,1306,17:54,96,95,0,0
Alan Quine\quineal01,23,NYI,C,61,5,13,18,-2,8,1.1,3,2,0,1,12,1,0,82,764,12:31,29,77,264,286
Alexander Radulov\radulal01,30,MTL,RW,76,18,36,54,10,62,6.1,12,6,0,2,26,10,0,147,1390,18:17,41,76,6,6
Michael Raffl\rafflmi01,28,PHI,LW,52,8,3,11,-7,20,0.7,8,0,0,3,3,0,0,63,690,13:16,22,91,3,7
Rickard Rakell\rakelri01,23,ANA,C,71,33,18,51,10,12,7.8,28,5,0,10,11,7,0,177,1234,17:23,32,81,62,85
Mikko Rantanen\rantami01,20,COL,RW,75,20,18,38,-25,22,3.5,16,4,0,2,12,6,0,133,1354,18:03,33,29,29,21
Victor Rask\raskvi01,23,CAR,C,82,16,29,45,-10,16,4.2,12,4,0,3,22,6,1,186,1418,17:18,33,43,457,461
Dennis Rasmussen\rasmude01,26,CHI,C,68,4,4,8,-4,12,-0.4,4,0,0,0,4,0,0,77,804,11:50,49,61,165,205
Ty Rattie\rattity01,23,TOT,RW,9,0,2,2,-2,0,0,0,0,0,0,2,0,0,10,97,10:44,4,10,0,0
Kyle Rau\rauky01,24,FLA,C,24,2,1,3,-3,4,0.1,2,0,0,0,1,0,0,21,230,9:36,3,24,2,1
Mason Raymond\raymoma01,31,ANA,LW,4,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,36,8:55,0,3,0,1
Matt Read\readma01,30,PHI,RW,63,10,9,19,3,8,2,7,2,1,2,9,0,0,92,869,13:48,32,95,5,10
Ryan Reaves\reavery01,30,STL,RW,80,7,6,13,4,104,1.2,7,0,0,1,6,0,0,58,711,8:53,26,239,0,5
Zach Redmond\redmoza01,28,MTL,D,16,0,5,5,6,2,1.2,0,0,0,0,5,0,0,12,197,12:19,13,25,0,0
Mike Reilly\reillmi01,23,MIN,D,17,1,0,1,1,2,0.4,1,0,0,0,0,0,0,19,210,12:23,8,2,0,0
Sam Reinhart\reinhsa01,21,BUF,C,79,17,30,47,-11,8,4.6,8,9,0,3,22,8,0,178,1360,17:13,40,21,86,124
Borna Rendulic\rendubo01,24,VAN,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4:51,0,0,0,0
Dan Renouf\renouda01,22,DET,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,13:35,0,3,0,0
Mike Ribeiro\ribeimi01,36,NSH,C,46,4,21,25,-5,14,1.8,2,2,0,0,16,5,0,38,735,15:58,6,33,183,261
Tanner Richard\richata01,23,TBL,C,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,1,38,12:42,2,6,13,17
Brad Richardson\richabr02,31,ARI,RW,16,5,4,9,-1,15,1.1,3,0,2,0,3,0,1,25,246,15:21,7,19,121,109
Tobias Rieder\riedeto01,24,ARI,RW,80,16,18,34,-8,6,3,13,2,1,1,13,4,1,155,1385,17:19,38,24,4,9
Morgan Rielly\riellmo01,22,TOR,D,76,6,21,27,-20,21,2.9,5,1,0,1,17,4,0,171,1685,22:10,120,46,0,0
Rasmus Ristolainen\ristora01,22,BUF,D,79,6,39,45,-9,58,7.6,5,1,0,2,14,24,1,186,2091,26:28:00,161,195,0,0
Brett Ritchie\ritchbr01,23,DAL,RW,78,16,8,24,11,38,3.1,15,1,0,2,7,1,0,167,1006,12:54,23,153,1,1
Nick Ritchie\ritchni01,21,ANA,LW,77,14,14,28,4,62,3.2,13,1,0,3,13,1,0,149,1000,12:59,24,247,4,4
Buddy Robinson\robinbu01,25,OTT,RW,4,0,0,0,0,2,0,0,0,0,0,0,0,0,4,28,6:57,0,9,0,0
Anton Rodin\rodinan01,26,VAN,RW,3,0,1,1,1,0,0.1,0,0,0,0,1,0,0,2,27,8:55,1,0,0,0
Evan Rodrigues\rodriev01,23,BUF,LW,30,4,2,6,-7,4,0.2,3,1,0,0,2,0,0,51,388,12:56,12,12,104,146
Kevin Rooney\rooneke01,23,NJD,C,4,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,2,41,10:11,1,4,10,17
Jack Roslovic\rosloja01,20,WPG,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,8,8:24,1,0,1,5
Antoine Roussel\roussan01,27,DAL,LW,60,12,15,27,1,115,2.7,12,0,0,3,12,3,0,82,931,15:31,45,69,7,9
Carter Rowney\rowneca01,27,PIT,RW,27,3,4,7,2,4,0.6,3,0,0,1,4,0,0,24,296,10:58,15,64,95,103
Michal Rozsival\rozsimi01,38,CHI,D,22,1,2,3,-3,14,0.4,1,0,0,1,2,0,0,16,341,15:30,25,47,0,0
Chad Ruhwedel\ruhwech01,26,PIT,D,34,2,8,10,9,8,2.1,2,0,0,0,5,3,0,45,589,17:20,26,36,0,0
Kris Russell\russekr01,29,EDM,D,68,1,12,13,5,23,3.1,1,0,0,1,11,1,0,68,1443,21:13,213,67,0,0
Robbie Russo\russoro01,23,DET,D,19,0,0,0,2,2,0.5,0,0,0,0,0,0,0,18,305,16:04,13,24,0,0
Bryan Rust\rustbr01,24,PIT,RW,57,15,13,28,4,8,3.3,15,0,0,1,12,0,1,110,777,13:38,29,101,2,3
Bobby Ryan\ryanbo01,29,OTT,RW,62,13,12,25,-3,24,2.5,11,2,0,0,9,3,0,111,963,15:32,36,109,6,3
Derek Ryan\ryande01,30,CAR,C,67,11,18,29,-8,22,2.6,6,4,1,3,14,4,0,73,998,14:53,37,33,391,316
Brandon Saad\saadbr01,24,CBJ,LW,82,24,29,53,23,8,7.2,23,1,0,4,27,2,0,210,1396,17:02,26,24,4,5
Miikka Salomaki\salommi01,23,NSH,RW,5,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,61,12:13,9,14,0,0
Zach Sanford\sanfoza01,22,TOT,LW,39,4,4,8,2,10,0.7,4,0,0,2,4,0,0,36,423,10:51,20,22,17,22
Steven Santini\santist01,21,NJD,D,38,2,5,7,-6,14,1.3,2,0,0,0,5,0,0,46,611,16:05,35,83,0,0
David Savard\savarda01,26,CBJ,D,74,6,17,23,33,44,7.1,6,0,0,0,15,0,2,135,1616,21:50,126,127,0,0
Luca Sbisa\sbisalu01,27,VAN,D,82,2,11,13,-1,40,3.7,2,0,0,1,11,0,0,75,1556,18:59,122,130,0,0
Marco Scandella\scandma01,26,MIN,D,71,4,9,13,-2,25,2.3,4,0,0,0,9,0,0,88,1302,18:20,85,50,0,0
Colton Sceviour\scevico01,27,FLA,C,80,9,15,24,-16,25,1.3,5,1,3,1,12,2,1,172,1171,14:38,64,108,31,27
Tim Schaller\schalti01,26,BOS,C,59,7,7,14,-6,23,1.1,7,0,0,2,7,0,0,89,724,12:16,38,73,28,29
Mark Scheifele\scheima01,23,WPG,C,79,32,50,82,18,38,10.3,25,7,0,5,40,8,2,160,1624,20:34,34,49,635,826
Brayden Schenn\schenbr01,25,PHI,C,79,25,30,55,-13,38,6.2,8,17,0,7,19,11,0,178,1407,17:48,42,189,232,262
Luke Schenn\schenlu01,27,ARI,D,78,1,7,8,-9,85,1.7,1,0,0,0,7,0,0,94,1408,18:03,134,286,0,0
Nikita Scherbak\scherni01,21,MTL,RW,3,1,0,1,1,0,0.2,0,1,0,0,0,0,0,3,34,11:23,1,0,0,0
David Schlemko\schleda01,29,SJS,D,62,2,16,18,4,14,3.7,1,1,0,1,14,2,0,118,1038,16:45,112,35,0,0
Jordan Schmaltz\schmajo01,23,STL,D,9,0,2,2,0,4,0.4,0,0,0,0,1,1,0,5,129,14:20,10,4,0,0
Nick Schmaltz\schmani01,20,CHI,LW,61,6,22,28,10,6,2.7,6,0,0,0,20,2,0,66,809,13:16,27,20,84,188
Nate Schmidt\schmina01,25,WSH,D,60,3,14,17,22,16,4.5,3,0,0,0,13,0,1,60,929,15:29,37,51,0,0
Cole Schneider\schneco02,26,BUF,LW,4,0,1,1,2,0,0.2,0,0,0,0,1,0,0,6,29,7:09,2,3,0,0
Jordan Schroeder\schrojo01,26,MIN,C,37,6,7,13,5,0,1.6,6,0,0,0,7,0,0,37,362,9:47,15,29,19,21
Justin Schultz\schulju01,26,PIT,D,78,12,39,51,27,34,9.2,9,3,0,1,22,17,0,154,1595,20:27,116,67,0,0
Nick Schultz\schulni01,34,PHI,D,28,0,4,4,1,10,1.1,0,0,0,0,4,0,0,25,427,15:15,61,45,0,0
Jaden Schwartz\schwaja01,24,STL,LW,78,19,36,55,14,18,6.4,16,3,0,4,30,6,0,179,1475,18:54,43,71,67,73
Brent Seabrook\seabrbr01,31,CHI,D,79,3,36,39,5,26,6,1,2,0,0,24,12,0,131,1729,21:54,147,111,0,1
Daniel Sedin\sedinda01,36,VAN,LW,82,15,29,44,-16,32,3.8,9,6,0,3,21,8,0,216,1508,18:23,18,20,3,3
Henrik Sedin\sedinhe01,36,VAN,C,82,15,35,50,-27,28,3.9,14,1,0,4,21,14,0,99,1561,19:02,11,15,611,635
Lukas Sedlak\sedlalu01,23,CBJ,LW,62,7,6,13,10,25,1.6,6,0,1,0,6,0,0,57,603,9:43,28,66,232,211
Tyler Seguin\seguity01,25,DAL,C,82,26,46,72,-15,22,7.5,15,11,0,4,28,18,0,301,1514,18:28,26,60,401,385
Dennis Seidenberg\seidede01,35,NYI,D,73,5,17,22,25,32,5.8,5,0,0,0,17,0,0,89,1418,19:26,146,154,0,0
Andrej Sekera\sekeran01,30,EDM,D,80,8,27,35,14,18,7.3,6,1,1,1,17,10,0,128,1719,21:29,166,55,0,0
Mikhail Sergachev\sergami01,18,MTL,D,4,0,0,0,1,0,0.1,0,0,0,0,0,0,0,2,49,12:08,3,10,0,0
Tom Sestito\sestito01,29,PIT,LW,13,0,2,2,0,48,0.1,0,0,0,0,2,0,0,3,72,5:32,2,19,0,0
Devin Setoguchi\setogde01,30,LAK,RW,45,4,8,12,-5,14,0.8,4,0,0,0,7,1,0,60,560,12:27,10,53,2,2
Damon Severson\severda01,22,NJD,D,80,3,28,31,-31,58,3.4,3,0,0,1,15,13,0,125,1628,20:21,72,79,0,0
Michael Sgarbossa\sgarbmi01,24,TOT,C,38,2,7,9,-5,9,0.4,1,1,0,0,6,1,0,33,424,11:09,16,39,138,176
Patrick Sharp\sharppa01,35,DAL,LW,48,8,10,18,-22,31,0.6,6,1,1,0,10,0,0,146,765,15:57,24,24,29,32
Kevin Shattenkirk\shattke01,28,TOT,D,80,13,43,56,-7,47,8.5,5,8,0,2,24,19,0,161,1595,19:56,95,88,0,0
Andrew Shaw\shawan01,25,MTL,C,68,12,17,29,4,110,3,11,1,0,1,11,6,0,127,1034,15:12,38,147,239,199
Logan Shaw\shawlo01,25,ANA,RW,55,3,7,10,3,10,0.7,2,0,1,1,6,0,1,59,534,9:43,18,62,55,90
Riley Sheahan\sheahri01,25,DET,C,80,2,11,13,-29,14,-1.2,1,1,0,0,9,2,0,109,1118,13:58,38,81,236,230
Conor Sheary\shearco01,24,PIT,LW,61,23,30,53,24,22,7.3,21,2,0,6,27,3,0,154,972,15:56,23,29,0,0
Hunter Shinkaruk\shinkhu01,22,CGY,LW,7,0,1,1,-3,2,-0.1,0,0,0,0,1,0,0,5,74,10:35,3,3,0,0
Devin Shore\shorede01,22,DAL,C,82,13,20,33,-4,14,2.8,12,1,0,0,15,5,0,115,1159,14:08,71,44,221,249
Drew Shore\shoredr01,26,VAN,C,14,0,2,2,-3,4,-0.1,0,0,0,0,2,0,0,11,168,11:58,3,22,38,33
Nick Shore\shoreni01,24,LAK,C,70,6,11,17,-2,20,1.3,5,0,1,1,11,0,0,79,895,12:47,22,58,362,359
Duncan Siemens\siemedu01,23,COL,D,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,2,37,12:19,1,10,0,0
Jakob Silfverberg\silfvja01,26,ANA,RW,79,23,26,49,10,20,6.1,17,5,1,5,22,4,0,227,1460,18:29,46,47,1,6
Wayne Simmonds\simmowa01,28,PHI,RW,82,31,23,54,-18,122,6.3,13,16,2,4,14,9,0,224,1556,18:58,60,162,8,9
Dominik Simon\simondo01,22,PIT,C,2,0,1,1,-1,0,0,0,0,0,0,1,0,0,2,26,13:03,0,2,0,0
Dillon Simpson\simpsdi01,23,EDM,D,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,33,10:53,2,3,0,0
Colton Sissons\sissoco01,23,NSH,C,58,8,2,10,11,12,1.4,7,0,1,1,2,0,0,42,645,11:07,24,104,192,192
Jack Skille\skillja01,29,VAN,RW,55,5,4,9,0,12,0.9,5,0,0,0,4,0,0,73,484,8:48,24,74,2,0
Jeff Skinner\skinnje01,24,CAR,LW,79,37,26,63,-3,28,8.8,30,7,0,4,18,8,0,281,1401,17:44,28,33,10,17
Brady Skjei\skjeibr01,22,NYR,D,80,5,34,39,11,42,6.4,5,0,0,0,27,7,0,127,1397,17:28,69,147,0,1
Jaccob Slavin\slavija01,22,CAR,D,82,5,29,34,23,12,8.6,4,0,1,0,22,4,3,99,1922,23:26,161,35,0,0
Anton Slepyshev\slepyan01,22,EDM,LW,41,4,6,10,5,4,1,4,0,0,0,6,0,0,55,456,11:07,15,64,2,3
Ben Smith\smithbe01,28,TOT,RW,40,2,2,4,-7,4,-0.4,2,0,0,0,2,0,0,30,459,11:28,41,29,241,227
Brendan Smith\smithbr05,27,TOT,D,51,3,6,9,1,63,2.3,2,1,0,1,4,2,0,62,981,19:15,65,59,0,0
C.J. Smith\smithcj01,22,BUF,LW,2,0,1,1,-1,0,0,0,0,0,0,1,0,0,2,23,11:32,0,0,0,0
Craig Smith\smithcr01,27,NSH,RW,78,12,17,29,7,30,3,10,2,0,1,16,1,0,155,1078,13:49,16,93,51,60
Gemel Smith\smithge02,22,DAL,C,17,3,3,6,-1,21,0.5,2,0,1,0,3,0,0,19,231,13:35,6,6,25,34
Reilly Smith\smithre01,25,FLA,RW,80,15,22,37,-13,17,3.1,8,6,1,3,17,5,0,160,1468,18:21,34,75,3,3
Trevor Smith\smithtr01,31,NSH,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7:20,2,0,0,8
Zack Smith\smithza01,28,OTT,C,74,16,16,32,6,61,3.6,11,1,4,1,16,0,0,137,1212,16:23,38,140,317,292
Devante Smith-Pelly\smithde06,24,NJD,RW,53,4,5,9,-19,12,-0.3,4,0,0,0,3,2,0,76,716,13:30,32,94,29,42
Vladimir Sobotka\sobotvl01,29,STL,LW,1,1,0,1,0,0,0.2,1,0,0,0,0,0,0,2,17,16:41,0,0,6,6
Carl Soderberg\soderca01,31,COL,C,80,6,8,14,-26,22,-0.4,5,1,0,0,7,1,0,128,1076,13:27,42,34,365,337
Marcus Sorensen\sorenma01,24,SJS,RW,19,1,3,4,-1,4,0.2,1,0,0,1,3,0,0,27,205,10:49,6,15,3,1
Nick Sorensen\sorenni01,22,ANA,RW,5,0,1,1,-1,2,0,0,0,0,0,1,0,0,7,54,10:53,3,2,1,0
Nikita Soshnikov\soshnni01,23,TOR,RW,56,5,4,9,1,16,0.5,5,0,0,0,3,1,0,70,608,10:51,28,101,2,15
Blake Speers\speerbl01,20,NJD,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,9:29,1,1,0,2
Jason Spezza\spezzja01,33,DAL,C,68,15,35,50,-18,29,4.5,12,2,1,4,18,17,0,149,1100,16:10,31,13,354,324
Ryan Spooner\spoonry01,25,BOS,C,78,11,28,39,-8,14,3.7,8,3,0,3,12,15,1,145,1099,14:06,17,24,79,124
Ryan Sproul\sproury01,24,DET,D,27,1,6,7,-8,6,0.7,0,1,0,0,4,2,0,46,409,15:09,14,12,0,0
Jared Spurgeon\spurgja01,27,MIN,D,76,10,28,38,33,20,8.9,9,1,0,2,23,4,1,144,1827,24:02:00,140,49,0,0
Eric Staal\staaler01,32,MIN,C,82,28,37,65,17,34,8,23,4,1,8,24,12,1,211,1526,18:36,39,42,577,597
Jordan Staal\staaljo01,28,CAR,C,75,16,29,45,-1,38,4.6,11,4,1,3,25,4,0,164,1400,18:40,29,139,688,477
Marc Staal\staalma01,30,NYR,D,72,3,7,10,9,34,2.8,3,0,0,0,6,0,1,70,1381,19:11,97,89,0,1
Drew Stafford\staffdr01,31,TOT,RW,58,8,13,21,6,24,2.1,5,3,0,3,12,1,0,109,789,13:36,3,62,7,15
Matt Stajan\stajama01,33,CGY,C,81,6,17,23,3,40,1.6,6,0,0,3,15,0,2,59,1027,12:41,39,60,385,383
Viktor Stalberg\stalbvi01,31,TOT,LW,75,11,5,16,-9,41,1.2,8,1,2,2,4,1,0,101,915,12:12,28,141,0,3
Steven Stamkos\stamkst01,26,TBL,C,17,9,11,20,3,14,2.8,6,3,0,1,7,4,0,58,304,17:52,3,21,106,92
Paul Stastny\stastpa01,31,STL,C,66,18,22,40,4,36,4.5,13,5,0,5,14,8,0,112,1263,19:08,35,51,786,624
Troy Stecher\stechtr01,22,VAN,D,71,3,21,24,-16,25,3.7,2,1,0,0,14,7,0,125,1419,19:59,66,51,0,0
Alex Steen\steenal01,32,STL,LW,76,16,35,51,-2,53,5,13,3,0,2,22,13,0,117,1467,19:18,69,33,101,146
Lee Stempniak\stemple01,33,CAR,RW,82,16,24,40,2,32,4.3,14,2,0,2,20,4,0,131,1299,15:51,16,113,3,5
Derek Stepan\stepade01,26,NYR,C,81,17,38,55,19,16,5.9,12,4,1,2,24,14,0,209,1507,18:37,45,26,716,806
Chandler Stephenson\stephch02,22,WSH,C,4,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,3,36,8:53,0,0,12,13
Chris Stewart\stewach02,29,MIN,RW,79,13,8,21,3,94,2.3,13,0,0,0,6,2,0,82,821,10:23,19,85,2,9
Karl Stollery\stollka01,29,NJD,D,11,0,3,3,-5,13,0.2,0,0,0,0,0,3,0,11,186,16:55,16,26,0,0
Mark Stone\stonema01,24,OTT,RW,71,22,32,54,12,25,6.8,16,6,0,5,24,8,0,134,1318,18:34,53,43,10,15
Michael Stone\stonemi01,26,TOT,D,64,3,12,15,0,32,3.3,2,1,0,0,8,4,0,81,1268,19:49,143,125,1,0
Clayton Stoner\stonecl01,31,ANA,D,14,1,2,3,0,28,0.7,1,0,0,0,2,0,0,16,246,17:33,17,35,0,0
Brian Strait\straibr01,29,WPG,D,5,0,2,2,-1,0,0.2,0,0,0,0,2,0,0,3,80,15:56,8,5,0,0
Anton Stralman\stralan01,30,TBL,D,73,5,17,22,1,20,4.8,4,1,0,0,11,6,0,130,1672,22:54,96,106,0,0
Ben Street\streebe01,29,DET,C,6,0,1,1,1,0,0.1,0,0,0,0,1,0,0,8,50,8:15,0,3,0,0
Mark Streit\streima01,39,TOT,D,68,6,21,27,-12,28,3.9,5,1,0,2,9,12,0,114,1275,18:45,92,38,0,0
Dylan Strome\stromdy01,19,ARI,C,7,0,1,1,-5,0,-0.3,0,0,0,0,1,0,0,6,96,13:41,2,3,31,46
Ryan Strome\stromry01,23,NYI,RW,69,13,17,30,-8,40,2.6,11,2,0,2,11,6,0,114,1008,14:36,21,59,147,197
Mark Stuart\stuarma01,32,WPG,D,42,2,2,4,4,27,1.1,2,0,0,1,2,0,0,24,523,12:27,79,68,0,0
